BOB_COMPANY_ID,ACCOUNT_NAME,COUNTRY,INDUSTRY,PAYING_MODULES,ACCOUNT_OWNER,RENEWAL_MANAGER,ACCOUNT_MANAGER,MASTER_CONTRACT_END_DATE_C,QUARTER,TENURE_YEARS,ARR,ACTIVE_USERS,MAX_QUOTED_NUMBER_EE,CUSTOMER_IS_LIVE,ACCOUNT_HEALTH_SENTIMENT,SEGMENT,RISK_SEVERITY,Risk - DESCRIPTION,OPEN_CHURN_REQUESTS,TOTAL_CUSTOMER_RELATED_RISKS
639510,Assured Allies,Israel,Insurance,"Talent Package,  Time & Attendance",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-04-30,Q2 2026,0.84,"$20,394.00",108,110,TRUE,,SMB - Medium,🟢 No Risk,"Headquartered in Wellesley, MA, Assured Allies is on a mission to help people make the most out of life by aging on their own terms. Since 2018, Assured Allies has been developing technologies and expertise in aging, working with long term care industry leaders and insurance companies to better support successful aging. The Age Assured program is offered at no cost to individuals through long term care insurance companies, designed for people who want help continuing to live independently as they age.",0,0
460680,Gamida Cell,Israel,Technology,"Talent Package,  Time & Attendance",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-10-07,Q4 2026,4.41,"$30,939.60",115,100,TRUE,Medium Risk,SMB - Medium,🟢 No Risk,Gamida Cell is an advanced cell therapy company committed to finding cures for patients with blood cancers and serious blood diseases. We harness our cell expansion platform to create therapies with the potential to redefine standards of care in areas of serious medical need.,0,0
634832,Seemplicity,Israel,Technology,Time & Attendance,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-12-31,Q4 2026,2.17,"$10,692.00",66,58,TRUE,,SMB - Small,🟢 No Risk,"Seemplicity revolutionizes the way security teams drive remediation by integrate it into existing DevOp processes, with powerful automations.",0,0
637440,Sumwon Studios,United Arab Emirates,Business Services,,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-08-11,Q3 2026,1.56,"$18,472.32",144,64,TRUE,,SMB - Medium,🟢 No Risk,,0,0
439069,Planner5D,Lithuania,Design,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-08-15,Q3 2026,4.55,"$23,681.55",117,60,TRUE,,SMB - Medium,🟢 No Risk,"The free cross-platform application has been used by over 18 million people worldwide and grown into a community of over 100,000 daily users. With easy-to-use features and advancements in virtual and augmented reality tools, Planner 5D allows users to create floor plans, customize furniture and save realistic imagery of their interior design projects. Innovative technologies and user-intuitive design will allow Planner 5D to become a virtual assistant in the future of home and interior design.",0,0
623975,"Victory Square Partners, Inc",Romania,Services,"Time & Attendance,  Talent Package",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-09-29,Q3 2026,3.43,"$40,824.00",189,100,TRUE,,SMB - Medium,🟢 No Risk,Victory Square Partners delivers critical software solutions through trusted partnerships—scaling products at every growth stage.,0,0
634142,Flying Bisons,Poland,"Airlines, Airports & Air Services",Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-04-14,Q2 2026,1.89,"$25,741.63",106,90,TRUE,,SMB - Medium,❌ Critical,"We are Flying Bisons, company based in Poland, the full-service leading digital consulting company. We craft meaningful experiences for millions of people around the globe. Our team is a group of highly-skilled, passionate, dedicated digital specialists.",1,1
622288,Koutalidis Law Firm,Greece,Legal Services,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-09-30,Q3 2026,3.43,"$21,563.95",102,70,TRUE,,SMB - Medium,🟡 Low,"We are a multi-awarded top-tier law firm based in Athens, Greece with more than 50 legal experts. With a legacy originating back to 1930, we take pride in our local and international clientele, which includes leading Greek and international corporations, major investment and commercial banks, and financial institutions.

We have evolved our founder’s famed business-centric and action-driven approach into a solid business philosophy that has been delivering tangible results for decades. One that serves as a northern star leading to our firm’s consistent and dynamic growing course, breaking international boundaries again and again.

As of 2001, we operate as a Lawyers’ Partnership (under Greek Lawyer’s Code). Throughout our history, we have acted as the legal architects of landmark business deals, groundbreaking transactions and litigations across industries. Namely, leading and Greek and foreign corporations, major investment and commercial banks and financial institutions, as well as Greek M&A, Capital markets (ECM and DCM), Privatizations, Corporate, Retail, Energy, Aviation, Competition, Data protection, Tax, Banking & Finance and Employment sectors.",0,1
641456,Noblewood,Montenegro,Food & Food Services,,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2027-01-17,Q1 2027,0.13,"$28,940.36",122,120,FALSE,,SMB - Medium,🟢 No Risk,"Noblewood Group is a company that operates in the Information & Document Management industry. It employs 10to19 people and has 1Mto5M of revenue. The company is headquartered in Montrose, Colorado.",0,0
571978,BIScience,Israel,Telecommunications General,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2027-05-07,Q2 2027,3.99,"$21,865.20",133,64,TRUE,,SMB - Medium,🟢 No Risk,"BIScience is a leading provider of digital intelligence and media measurement solutions providing insights to the world's largest brands, agencies, and top global market research firms. With AdClarity, the world's most advanced and scalable advertising intelligence platform, BIScience covers 30 global markets and over 1 million advertisers while providing deep insights into brands' online marketing activities in Display, Video, Social and Mobile apps. Boasted by a hybrid methodology of a growing 5 million human and virtual panels, and powered by advanced AI algorithms, AdClarity monitors and collects advertising data directly from millions of real Desktop, Mobile and Tablet devices to measure the digital ecosystem comprehensively and accurately. Founded in 2010, BIScience is headquartered in Tel Aviv, with offices in New York and Sydney, and backed by WPP, Bain Capital and Viola Venture Capital.",0,0
552513,Wincent,Slovakia,Technology,,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-05-31,Q2 2026,3.76,"$23,394.34",154,90,TRUE,,SMB - Medium,🟢 No Risk,Wincent is a crypto trading firm operating on global exchanges.,0,0
625972,HighRoller,Malta,Entertainment,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-11-14,Q4 2026,3.3,"$14,149.50",57,38,TRUE,,SMB - Small,🟢 No Risk,"High Roller Technologies Inc is a company that operates in the Multimedia, Games & Graphics Software industry. It employs 50to99 people and has 25Mto50M of revenue. The company is headquartered in Las Vegas, Nevada.",0,0
638441,Sweet Security,Israel,Computer Hardware & Software,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-12-31,Q4 2026,1.17,"$16,119.60",101,70,TRUE,,SMB - Medium,🟢 No Risk,"Founded in 2023 and headquartered in Tel Aviv, Israel, Sweet Security is a cloud runtime security solutions provider.",0,0
637020,Evonomix,Romania,Business Services,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-06-30,Q2 2026,1.68,"$17,537.99",81,50,TRUE,,SMB - Small,🟢 No Risk,"Face the new reality. Adapt. Define new trends.Tomorrow's economy will be different. It will replace today's world with a dizzying speed, due to next-gen technologies such as Artificial Intelligence and Machine Learning, Open Source or Free APIs, Cloud Computing, Blockchain and Mobile ruling everything. The Customer is more and more demanding and you have a plethora of opportunities to serve his demands.It can get overwhelming…Companies who want to succeed need to adapt andface tomorrow’s economy. They need to not only follow trends, but define them.We are Evonomix, a team ready to empower exponential impact for tomorrow’s economy. Innovation is not something “we do”. It is part of our DNA. We have a valuable expertise, strong processes in place and a fabulous team.",0,0
583261,Lumen,Israel,Recreation,,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-08-31,Q3 2026,3.51,"$13,068.00",80,100,TRUE,,SMB - Medium,🟢 No Risk,"Reinventing weight management through science and technology.
We’re a team of scientists, engineers and designers aiming to change the way people eat and manage their bodies in order to live a healthier life.",0,0
639781,reco.ai,Israel,Software General,"Talent Package,  Time & Attendance,  Sandbox",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-06-09,Q2 2026,0.73,"$26,308.80",116,80,TRUE,,SMB - Medium,🟢 No Risk,"Reco was founded in 2020 by Ofer Klein, Gal Nakash and Tal Shapiro and has roots in Israel, and is now based in Miami, according to a PR representative. The company plans to use the new funding to scale its AI-native SaaS security platform and forge more channel partnerships.",0,0
201849,DarioHealth,Israel,Software General,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-09-07,Q3 2026,5.49,"$23,406.48",177,80,TRUE,Low Risk,SMB - Medium,🟢 No Risk,"Founded in 2011, DarioHealth is a global digital health company serving its users with dynamic mobile health solutions. Dario offers personalized solutions that combine in class digital technologies, analytics, hardware, and coaching to encourage and inspire users to proactively manage their health every day. The company is located in New York City, New York.",0,0
622750,Balance,Israel,Technology,"Talent Package,  Financial Planning & Insights",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-08-31,Q3 2026,3.51,"$11,758.56",68,52,TRUE,,SMB - Small,🟢 No Risk,The First all-in-one B2B Payment Experience built for marketplaces and merchants.,0,0
640974,Finera,Cyprus,Business Services,"Hiring,  Talent Package",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-11-09,Q4 2026,0.31,"$30,899.50",133,149,TRUE,,SMB - Medium,🟢 No Risk,"Step into a new era of payments with Finera – the smart, secure payment orchestration platform designed to optimise transactions and drive global business growth. Enable seamless payment flows, enhanced authorisation rates, and multi-provider flexibility.",0,0
516146,pawaPay,Estonia,Financial Services,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2027-02-28,Q1 2027,4.09,"$20,428.80",152,140,TRUE,,SMB - Medium,🟠 Medium,"Founded in 2020, PawaPay is focused on the mobile money infrastructure provided by telecommunications companies (telco) in Africa. The company is headquartered in Knowlhill, Milton Keynes, United Kingdom.",0,1
623087,Lumus,Israel,Manufacturing,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-10-31,Q4 2026,3.34,"$21,358.08",103,100,TRUE,,SMB - Medium,🔴 High,"Lumus ( https://www.lumusvision.com) develops and produces transparent displays that fuse digital and physical worlds into an immersive augmented reality (AR) experience like never before. Lumus optics are the core foundational technology on which today's leading AR and smart eyewear manufacturers base their products. Our patented optical technology makes unmatched see-through performance and a wide field of view in natural-looking, sleek and compact design possible today. Additionally, health care, military aviation, and logistics are among the industries that rely on Lumus today for the optical technology underlying their pioneering AR applications.",0,1
623992,4M Analytics,Israel,Technology,"Time & Attendance,  Talent Package",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2027-10-19,Q4 2027,3.37,"$26,209.92",136,90,TRUE,,SMB - Medium,🟢 No Risk,"4M Analytics' unique technology provides a subsurface utility map with a complete, accurate, and up-to-date subsurface-infrastructure database in the US.",0,0
612992,AMPECO,Bulgaria,Business Services,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2027-07-31,Q3 2027,3.59,"$36,153.00",195,110,TRUE,,SMB - Medium,🟢 No Risk,"We strive to deliver an amazing product and high-quality service to companies who need to manage their EV charging infrastructure, processes and efficient energy use. 

AMPECO",0,0
99144,TrafficPoint,Israel,Business Services,"Talent Package,  Time & Attendance",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-11-26,Q4 2026,6.35,"$14,428.80",72,50,TRUE,Medium Risk,SMB - Small,🟢 No Risk,"Trafficpoint is an online marketing agency specializing in premium performance based marketing. 

We create and execute marketing strategies for direct advertisers as well as advertising agencies to empower brand awareness while maintaining your client acquisition cost budget.",0,0
637605,Creatopy,Romania,Software Development & Design,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-11-03,Q4 2026,1.33,"$10,450.08",41,40,TRUE,,SMB - Small,🟠 Medium,"Creatopy is an ad design platform that helps businesses customize, automate and scale up their ad production and delivery.",0,1
639220,Orien Trade OÜ,Estonia,Business Services,"Sandbox,  Talent Package",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-03-16,Q1 2026,0.97,"$29,296.25",146,99,FALSE,,SMB - Medium,❌ Critical,"Orien Trade is a company that operates in the Grocery Retail industry. It employs 10to19 people and has 1Mto5M of revenue. The company is headquartered in Paramount, California.",1,1
635842,Pango,Israel,Computer & Network Security,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2027-02-28,Q1 2027,2.01,"$32,959.20",155,116,TRUE,,SMB - Medium,🟢 No Risk,Pango creates and curates trusted privacy and security products to protect you from various online threats so you can go about your life with peace of mind.,0,0
637833,Burny Games,Ukraine,Business Services,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-10-13,Q4 2026,1.39,"$29,879.55",138,80,TRUE,,SMB - Medium,🟢 No Risk,"Burny Games is a mobile game development studio.
Our team treats the games like a combination of art and science to build that kind of connection. With that in mind, we encourage bold ideas, creativity, and a scientific approach while making exceptional g",0,0
636190,Astrix Security,Israel,Computer & Network Security,"Talent Package,  Time & Attendance",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-04-14,Q2 2026,1.89,"$16,632.00",99,45,TRUE,,SMB - Small,🟢 No Risk,"Astrix Security is the first access management solution for third-party app integrations. The rapid increase of app integrations and automation processes has reshaped the modern IT environment into a tangled web of app-to-app connectivity – expanding organizations' third-party attack surface at an ever increasing rate. With agentless, one-click deployment, Astrix enables security teams to instantly see through the fog of connects and detect redundant, misconfigured and malicious third-party exposure to their critical systems – enabling their business to unleash the power of integrations and automation while seamlessly controlling security and compliance.",0,0
579670,Navina,Israel,Health Care,"Talent Package,  Time & Attendance",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-06-18,Q2 2026,3.71,"$43,023.60",222,75,TRUE,,Mid Market - Medium,🟢 No Risk,"Founded in 2018 and based in Tel Aviv, Israel, Navina uses medically-informed AI to replace disorganized patient data with an intuitive Patient Portrait - a logical grid that makes it possible for every primary care physician to assess cases in minutes. Designed for physicians, Navina allows for high quality and empathic patient care, resulting in effective treatments, reduced missed diagnoses, and enhanced financial performance for providers and payers.",0,0
570311,Frontegg,Israel,Software General,"Talent Package,  Time & Attendance",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-04-30,Q2 2026,3.84,"$10,990.08",53,40,TRUE,,SMB - Small,🟡 Low,"We are a group of veterans from the top Israeli cyber & security industry as well as from the Israeli Defence Forces' 8200 and other top technological units. We put data security, privacy, compliance at the core of our company essence by taking extreme measures to ensure that your customer's data remains safe while you gain full control over it. Frontegg uses state-of-the-art technology to build the most scalable, high-performance oriented SaaS product for you, our dear vendors, as well as for your customers. Frontegg is redefining the standards for top-quality SaaS.",0,1
637488,Spinomenal,Israel,Hospitality / Travel,"Talent Package,  Time & Attendance",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-09-01,Q3 2026,1.5,"$27,619.20",137,99,TRUE,,SMB - Medium,🟢 No Risk,"Spinomenal was founded in late 2014 by Lior Shvartz and Omer Henia. From the first day of its existence, the company had a very clear vision: to be the lead content provider. Starting from scratch, Spinomenal quickly grew and developed new and original cross platform games with high-end graphic and sounds, but more importantly, brilliant new features. The ideas just kept pouring out along with a constant process of self-improvement. Today, the company is on top of its game and is always striving to reach higher, get better and rise to the next challenge.",0,0
637632,Adlook,Poland,Advertising & Marketing,"Talent Package,  Time & Attendance",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-10-13,Q4 2026,1.39,"$34,339.20",174,150,TRUE,,SMB - Medium,🟢 No Risk,"Adlook Adnetwork is a company that operates in the Marketing and Advertising industry. It employs 11-20 people and has $1M-$5M of revenue. The company is headquartered in Halifax, Nova Scotia, Canada.",0,0
560368,Mikkena Global J.S.C,Albania,Telecommunications General,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-05-01,Q2 2026,3.84,"$20,411.61",113,62,TRUE,,SMB - Medium,🟢 No Risk,"Mikkena specializes in transformative network solutions tailored for the Cloud, 5G, and AI industries, aimed at enhancing connectivity and efficiency for businesses across various sectors including education, healthcare, and finance. With a focus on leveraging advanced telecommunications services, project management, and network modernization, Mikkena caters primarily to English-speaking clients and major ISPs, boasting a diverse team committed to high standards of service. Headquartered in Kosovo, the company prides itself on its innovative approaches, including a unique pricing model that emphasizes cost efficiency and project success without incurring additional fees. Mikkena's continuous dedication to quality and client satisfaction is underscored by its ISO certifications and a wealth of experience in the telecommunications field.",0,0
636514,Nord Coding,Estonia,Internet Software & Services,"Compensation,  Talent Package,  Time & Attendance,  Your Voice",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-05-14,Q2 2026,1.8,"$20,000.87",71,50,FALSE,,SMB - Small,🟢 No Risk,"We're an interactive design & development agency based in Tallinn, Madrid & Kyiv. We have more than 10 years of experience in developing digital products. Successfully working with startups, SME's and multinational companies over the world. Our team is dedicated to a wide range of sectors, we work together to design, build and manage innovative work that is both smart and effective.",0,0
500888,CameraMatics,Ireland,Internet Software & Services,"Compensation,  Talent Package",Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-12-16,Q4 2026,4.21,"$28,002.52",136,70,TRUE,,SMB - Medium,🟢 No Risk,"CameraMatics is a leading provider of fleet risk management software. Their full-stack SaaS solution combines telematics with onboard vehicle cameras, sensors and AIto give fleet managers a comprehensive view of vehicle and driver safety. 

CameraMatics control and develop the entire software application; from front-end (user interface) to the back end (database and internal architecture) and the code that connects the two. 

Founded in 2016 by fleet experts Mervyn O'Callaghan and Simon Murray,the company helps fleets of any size and type improve safety and compliance and reduce costs. 

Imagecaption:  Insurance costs are the primary vehicle-related worry for small business owners, according to new survey.",0,0
206523,Yashar Architect,Israel,Construction,Talent Package,Daniel Rosemberg,Maria Tsamtsika,Idan Mizrahi,2026-08-31,Q3 2026,5.51,"$19,562.76",147,75,TRUE,Medium Risk,SMB - Medium,🔴 High,"At Yashar Architects, we work in a professional and creative environment to deliver innovative design solutions that are perfectly built on time and on budget. Equipped with strong design skills and sound professional expertise, we create dynamic spaces for work, live and interact. Our projects range in scale and encompass retail, commerce, residence, office buildings, hotels and resorts, urban and interior design, in Israel and abroad.",0,1
637864,Voyantis - Growth Superpowers,Israel,Internet Software & Services,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-09-30,Q3 2026,1.42,"$21,384.00",108,60,TRUE,,SMB - Medium,🟢 No Risk,Acquire high-value users at scale with Voyantis' modern no-code platform. We empower Growth & UA teams of top brands to lift ROI and scale up in a predictable way.,0,0
637127,zenity,Israel,Computer & Network Security,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-07-06,Q3 2026,1.66,"$47,401.20",209,45,TRUE,,Mid Market - Medium,🟢 No Risk,"Founded in 2021, Zenity is a governance and security platform targeted at low code or no code applications.",0,0
625051,MORO Technology SRL,Greece,Business Services,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-01-31,Q1 2027,3.09,"$27,329.71",117,56,TRUE,,SMB - Medium,🟢 No Risk,MoRo is a technology production venture fund building and backing solutions that aim to make the world’s cities a radically better place by revolutionising the urban mobility experience.,0,0
641626,Breakout Group B.V.,Bahrain,Business Services,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-03-01,Q1 2027,0.01,"$14,592.00",1,80,FALSE,,SMB - Small,🟢 No Risk,,0,0
639503,ForSight Robotics,Israel,Medical Devices & Equipment,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-04-26,Q2 2026,0.85,"$27,157.20",122,99,TRUE,,SMB - Medium,🟢 No Risk,"Based in Haifa, Israel, ForSight Robotics is developing a surgical robotic platform by combining state of the art robotic microsurgical technology, advanced visualization technologies, and next generation cognitive computing methods.",0,0
569932,empathy,Israel,Design,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-06-05,Q2 2026,3.75,"$39,316.20",185,50,TRUE,,SMB - Medium,🟢 No Risk,"Empathy's mission is to help families deal with loss, incorporating both emotional and logistical support for the families in their time of need. Powered by technology and driven by purpose, Empathy's application simplifies and streamlines end-of-life bureaucracy with personalized plans and grief support. Launched in 2021 and headquartered in New York and Tel Aviv, Empathy was founded by Ron Gura and Yonatan Bergman and is backed by VC firms General Catalyst, Aleph, and Entrée Capital.",0,0
623301,PlaxidityX,Israel,Business Services,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-11-14,Q4 2026,3.3,"$21,860.64",114,100,TRUE,Low Risk,SMB - Medium,🟠 Medium,"Argus Cyber Security, founded in 2013 and headquartered in Tel Aviv, Israel, provides cybersecurity solutions for automobiles. The Company offers automotive protection solutions to detect automobile cyberattacks such as unauthorized access, securing remote connectivity, reporting irregularities, and keeping up with new threats as they emerge. Argus Cyber Security serves customers worldwide.",0,1
620647,VITech,Ukraine,Information Technology and Services,"Talent Package,  Compensation",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-11-14,Q4 2026,3.3,"$33,943.68",166,155,TRUE,Low Risk,SMB - Medium,🟢 No Risk,"VITech is a Top Company for Big Data & Business Intelligence Projects According to GoodFirms At VITech, we know that gaining recognition is crucial when it comes to providing services and building products. That is why we were thrilled to hear that GoodFirms recognized VITech as one of the top companies to build big data and business intelligence projects with.",0,0
602072,"Torii Software, Inc.",Israel,Software General,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-07-10,Q3 2026,3.65,"$13,147.20",66,55,TRUE,,SMB - Small,🟢 No Risk,"Torii offers a SaaS management solution that helps enterprises effectively manage their SaaS application use and subscriptions. The company was founded in 2017 and is currently based in Raanana, Israel and New York. 

Torii's team is led by CEO Uri Haramati, a veteran product leader who previously co-founded Life on Air (Meerkat and Houseparty). With him in the executive team are Engineering VP Uri Nativ and CTO Tal Bereznitskey. Naveen Zutshi, the CIO of Palo Alto Networks, is also joining Torii's team as an advisor.",0,0
640445,TypeA Holdings Ltd.,Israel,Advertising & Marketing,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-08-18,Q3 2026,0.54,"$20,748.00",107,130,TRUE,,SMB - Medium,🟢 No Risk,Rise revolutionizes digital advertising by enhancing search quality and optimizing auction logic with RTB efficiency.,0,0
638681,Blink Ops,Israel,Computer Hardware & Software,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-12-31,Q4 2026,1.17,"$22,828.80",116,84,TRUE,,SMB - Medium,🟡 Low,"Blink is an AI-powered cybersecurity automation platform that makes building, collaborating, and scaling security workflows quick and easy - across any security use case.",0,1
641042,Jeen.ai,Israel,Information Technology and Services,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-11-01,Q4 2027,0.34,"$18,240.00",97,100,TRUE,,SMB - Small,🟢 No Risk,"Boost Your Business with Jeen.ai: Advanced AI agents, deep voice analytics, critical insights. Flexible, accessible, on any cloud or On-Prem",0,0
15557,Mindspace,Israel,Real Estate,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-03-20,Q1 2026,8.74,"$23,728.32",214,125,TRUE,Low Risk,Mid Market - Medium,🟡 Low,"Mindspace is a global provider of coworking space for teams of all sizes. The company operates spaces in locations across major world cities in the U.S., U.K., Germany, Netherlands, Poland, Romania, and Israel. Mindspace offers private offices, creative lounges, fully-equipped meeting rooms, and open plan kitchens.",0,1
631793,Neteera,Israel,Medical Devices & Equipment,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-06-30,Q2 2026,2.68,"$12,454.56",54,49,TRUE,,SMB - Small,🟢 No Risk,"Neteera Technologies, founded in 2015 and headquartered in Givat Ram, Jerusalem, is the developer of sophisticated systems that can detect small movements in a person’s skin. This can be particularly important for getting vitals, such as the heart rate/interval/variability and respiration rate/amplitude.",0,0
630811,zafran,Israel,Health Care,"Talent Package,  Time & Attendance,  Learning",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-05-06,Q2 2026,2.83,"$30,907.20",137,55,TRUE,,SMB - Medium,🟢 No Risk,"Stealth Start-up is a company that operates in the Hospital & Health Care industry. It employs 21-50 people and has $5M-$10M of revenue. The company is headquartered in Sherwood, Oregon.",0,0
42965,Nexar,Israel,Computer & Network Security,"Talent Package,  Compensation",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-10-29,Q4 2027,7.35,"$21,940.80",140,50,TRUE,Medium Risk,SMB - Medium,🟢 No Risk,"Nexar connects cars in the world's largest vehicle-to-vehicle network and provides real-time alerts to prevent collisions by leveraging smartphones’ cameras and sensors via a mobile app. Using deep learning and artificial intelligence technologies over millions of crowdsourced road miles, Nexar provides a series of data products and services for the automotive industry.",0,0
435600,Zesty,Israel,Information Technology and Services,"Time & Attendance,  Talent Package,  Learning",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-08-31,Q3 2026,4.51,"$24,200.88",103,50,TRUE,Low Risk,SMB - Medium,🟢 No Risk,"Zesty.co allows engineering teams to effortlessly maximize cloud savings and minimize waste by automating cloud cost optimization. The Zesty.co AI-driven platform automatically adjusts cloud resources in real-time based on the application needs, achieving optimal cloud usage and dramatic reduction in cloud spend. For more information, visit www.zesty.co",0,0
212708,MixTiles,Israel,Software General,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-09-12,Q3 2026,5.47,"$20,168.76",131,50,TRUE,Medium Risk,SMB - Medium,🔴 High,"Mixtiles is on a mission to make the most beautiful, affordable and simple wall photos in the world. We rely heavily on design, software, industrial design, and manufacturing know-how to get this done. With hundreds of thousands of customers and dozens of employees around the world, we believe there’s still a long way to go and are looking for extraordinary talent to join us in our journey.",0,1
563280,descope,Israel,Software Development & Design,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-05-14,Q2 2026,3.81,"$22,896.00",106,28,TRUE,,SMB - Medium,🔴 High,"DeScope - A Cranky Journal of Themed Entertainment Design and Development is an occasional blog-esque site that provides a soapbox for it's editor - me - and members of the wider Themed Entertainment Design and Development community to whine, curse, reminise, theorize, and ponitificate about many of the aspects of themed entertainment design and development. 

""Themed entertainment"" in this setting covers a legion of sins: theme parks, museums, visitor centers, attractions, and anything we just happen to want to write about that has some small connection to the above areas of endevour.",0,1
584233,GigaSpaces Technologies,Israel,Software General,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-07-16,Q3 2026,3.63,"$17,001.60",88,70,TRUE,,SMB - Small,🟢 No Risk,"GigaSpaces provides leading in-memory computing platforms for real-time insight to action and extreme transactional processing. With GigaSpaces, enterprises can operationalize machine learning and transactional processing to gain real-time insights on their data and act upon them in the moment. The always-on platforms for mission-critical applications across cloud, on-premise or hybrid, are leveraged by hundreds of Tier-1 and Fortune-listed organizations worldwide across financial services, retail, transportation, telecom, healthcare, and more. More at www.gigaspaces.com and blog.gigaspaces.com.",0,0
423050,Rossum,Czech Republic,Software General,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-07-31,Q3 2026,4.68,"$29,626.32",178,150,TRUE,Medium Risk,SMB - Medium,🟢 No Risk,"Rossum creates a world without manual data entry.

Rossum's artificial intelligence understands complex structured documents, enabling companies to capture data from financial documents efficiently and with human-level accuracy.
Unlike existing text mining solutions, Rossum's unique deep neural networks reflect the way humans read documents. This eliminates the need for costly manual implementation, a game changer in the data capture business.

$4.5 million funing",0,0
